,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date
4,Mainland China,2020-02-21T15:13:07,1011.0,4.0,661.0,21-02-2020
5,Mainland China,2020-02-21T10:13:09,988.0,6.0,539.0,21-02-2020
6,Mainland China,2020-02-21T01:13:05,934.0,1.0,489.0,21-02-2020
7,Mainland China,2020-02-21T10:23:02,749.0,4.0,281.0,21-02-2020
9,Mainland China,2020-02-21T11:43:01,631.0,0.0,373.0,21-02-2020
10,Mainland China,2020-02-21T23:13:14,572.0,6.0,316.0,21-02-2020
11,Mainland China,2020-02-21T12:53:01,525.0,3.0,231.0,21-02-2020
12,Mainland China,2020-02-21T11:43:01,479.0,12.0,175.0,21-02-2020
13,Mainland China,2020-02-21T01:03:09,396.0,4.0,169.0,21-02-2020
14,Mainland China,2020-02-21T05:53:01,334.0,2.0,211.0,21-02-2020
15,Mainland China,2020-02-21T12:53:01,308.0,5.0,184.0,21-02-2020
16,Mainland China,2020-02-21T11:43:01,293.0,1.0,149.0,21-02-2020
17,Mainland China,2020-02-21T11:43:01,246.0,2.0,97.0,21-02-2020
18,Mainland China,2020-02-21T11:43:01,245.0,1.0,134.0,21-02-2020
20,Mainland China,2020-02-21T06:23:04,174.0,2.0,96.0,21-02-2020
21,Mainland China,2020-02-21T10:13:09,168.0,4.0,95.0,21-02-2020
22,Mainland China,2020-02-21T12:53:01,146.0,2.0,77.0,21-02-2020
23,Mainland China,2020-02-21T23:33:06,132.0,0.0,78.0,21-02-2020
24,Mainland China,2020-02-21T12:53:01,132.0,3.0,62.0,21-02-2020
25,Mainland China,2020-02-21T01:33:02,121.0,1.0,61.0,21-02-2020
27,Mainland China,2020-02-21T15:13:07,91.0,2.0,76.0,21-02-2020
28,Mainland China,2020-02-21T10:13:09,91.0,1.0,45.0,21-02-2020
30,Mainland China,2020-02-21T13:43:02,76.0,1.0,24.0,21-02-2020
31,Mainland China,2020-02-21T08:03:15,75.0,0.0,17.0,21-02-2020
32,Mainland China,2020-02-21T06:23:04,71.0,0.0,48.0,21-02-2020
38,Mainland China,2020-02-21T04:43:02,18.0,0.0,18.0,21-02-2020
70,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,21-02-2020
0,Mainland China,2020-02-20T23:43:02,62442.0,2144.0,11788.0,20-02-2020
1,Mainland China,2020-02-20T11:13:27,1332.0,5.0,642.0,20-02-2020
2,Mainland China,2020-02-20T13:53:06,1265.0,19.0,637.0,20-02-2020
3,Mainland China,2020-02-20T11:13:27,1175.0,1.0,633.0,20-02-2020
4,Mainland China,2020-02-20T11:13:27,1010.0,4.0,634.0,20-02-2020
5,Mainland China,2020-02-20T09:53:02,987.0,6.0,474.0,20-02-2020
6,Mainland China,2020-02-20T05:23:02,934.0,1.0,433.0,20-02-2020
8,Mainland China,2020-02-20T12:53:02,631.0,0.0,356.0,20-02-2020
9,Mainland China,2020-02-20T23:13:05,567.0,6.0,299.0,20-02-2020
10,Mainland China,2020-02-20T11:13:27,546.0,4.0,254.0,20-02-2020
11,Mainland China,2020-02-20T09:53:02,520.0,3.0,217.0,20-02-2020
12,Mainland China,2020-02-20T09:43:01,476.0,12.0,136.0,20-02-2020
13,Mainland China,2020-02-20T01:43:01,395.0,4.0,153.0,20-02-2020
14,Mainland China,2020-02-20T06:03:03,334.0,2.0,199.0,20-02-2020
15,Mainland China,2020-02-20T11:13:27,307.0,5.0,169.0,20-02-2020
16,Mainland China,2020-02-20T12:23:02,293.0,1.0,126.0,20-02-2020
17,Mainland China,2020-02-20T09:43:01,245.0,2.0,90.0,20-02-2020
18,Mainland China,2020-02-20T09:53:02,245.0,1.0,118.0,20-02-2020
19,Mainland China,2020-02-20T23:13:05,174.0,2.0,79.0,20-02-2020
20,Mainland China,2020-02-20T09:53:02,168.0,4.0,86.0,20-02-2020
21,Mainland China,2020-02-20T09:43:01,146.0,2.0,72.0,20-02-2020
22,Mainland China,2020-02-20T23:13:05,132.0,0.0,76.0,20-02-2020
23,Mainland China,2020-02-20T12:53:02,131.0,3.0,59.0,20-02-2020
24,Mainland China,2020-02-20T06:23:02,121.0,1.0,59.0,20-02-2020
27,Mainland China,2020-02-20T14:13:17,91.0,2.0,71.0,20-02-2020
28,Mainland China,2020-02-20T09:43:01,91.0,1.0,43.0,20-02-2020
30,Mainland China,2020-02-20T13:33:02,76.0,1.0,22.0,20-02-2020
31,Mainland China,2020-02-20T12:53:02,75.0,0.0,16.0,20-02-2020
32,Mainland China,2020-02-20T05:23:02,71.0,0.0,44.0,20-02-2020
36,Mainland China,2020-02-19T04:53:02,18.0,0.0,16.0,20-02-2020
64,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,20-02-2020
0,Mainland China,2020-02-19T23:23:02,62031.0,2029.0,10337.0,19-02-2020
1,Mainland China,2020-02-19T10:23:02,1331.0,5.0,606.0,19-02-2020
2,Mainland China,2020-02-19T12:13:08,1262.0,19.0,573.0,19-02-2020
3,Mainland China,2020-02-19T11:33:02,1174.0,0.0,604.0,19-02-2020
4,Mainland China,2020-02-19T11:33:02,1008.0,4.0,561.0,19-02-2020
5,Mainland China,2020-02-19T14:13:03,986.0,6.0,413.0,19-02-2020
6,Mainland China,2020-02-19T01:23:07,934.0,1.0,362.0,19-02-2020
7,Mainland China,2020-02-19T12:13:08,631.0,0.0,318.0,19-02-2020
9,Mainland China,2020-02-19T23:23:02,560.0,5.0,274.0,19-02-2020
10,Mainland China,2020-02-19T12:03:07,544.0,3.0,231.0,19-02-2020
11,Mainland China,2020-02-19T13:53:02,514.0,3.0,188.0,19-02-2020
12,Mainland China,2020-02-19T11:03:08,470.0,12.0,120.0,19-02-2020
13,Mainland China,2020-02-19T04:53:02,393.0,4.0,145.0,19-02-2020
14,Mainland China,2020-02-19T04:43:02,333.0,2.0,186.0,19-02-2020
15,Mainland China,2020-02-19T13:23:02,306.0,4.0,152.0,19-02-2020
16,Mainland China,2020-02-19T11:53:02,293.0,0.0,112.0,19-02-2020
17,Mainland China,2020-02-19T09:13:12,244.0,2.0,86.0,19-02-2020
18,Mainland China,2020-02-19T10:23:02,242.0,0.0,102.0,19-02-2020
19,Mainland China,2020-02-19T23:33:02,172.0,1.0,60.0,19-02-2020
20,Mainland China,2020-02-19T23:43:02,168.0,4.0,84.0,19-02-2020
21,Mainland China,2020-02-19T10:53:02,146.0,2.0,70.0,19-02-2020
22,Mainland China,2020-02-19T23:53:02,131.0,0.0,68.0,19-02-2020
23,Mainland China,2020-02-19T13:03:03,130.0,3.0,54.0,19-02-2020
24,Mainland China,2020-02-19T01:23:07,121.0,1.0,55.0,19-02-2020
25,Mainland China,2020-02-19T13:53:02,91.0,2.0,65.0,19-02-2020
26,Mainland China,2020-02-19T06:03:08,90.0,1.0,37.0,19-02-2020
29,Mainland China,2020-02-19T07:03:07,76.0,1.0,20.0,19-02-2020
30,Mainland China,2020-02-19T11:03:08,75.0,0.0,10.0,19-02-2020
31,Mainland China,2020-02-19T01:53:02,71.0,0.0,42.0,19-02-2020
36,Mainland China,2020-02-19T04:53:02,18.0,0.0,16.0,19-02-2020
64,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,19-02-2020
0,Mainland China,2020-02-18T23:13:11,61682.0,1921.0,9128.0,18-02-2020
1,Mainland China,2020-02-18T13:43:02,1328.0,4.0,565.0,18-02-2020
2,Mainland China,2020-02-18T14:23:02,1257.0,19.0,522.0,18-02-2020
3,Mainland China,2020-02-18T12:23:02,1172.0,0.0,535.0,18-02-2020
4,Mainland China,2020-02-18T13:43:02,1007.0,4.0,527.0,18-02-2020
5,Mainland China,2020-02-18T13:43:02,982.0,6.0,361.0,18-02-2020
6,Mainland China,2020-02-18T01:33:01,933.0,1.0,310.0,18-02-2020
7,Mainland China,2020-02-18T12:33:02,629.0,0.0,280.0,18-02-2020
8,Mainland China,2020-02-18T23:23:03,555.0,5.0,254.0,18-02-2020
9,Mainland China,2020-02-18T12:13:08,543.0,3.0,211.0,18-02-2020
11,Mainland China,2020-02-18T12:33:02,508.0,3.0,169.0,18-02-2020
12,Mainland China,2020-02-18T11:03:12,464.0,11.0,111.0,18-02-2020
13,Mainland China,2020-02-18T02:13:06,387.0,4.0,122.0,18-02-2020
14,Mainland China,2020-02-18T05:03:08,333.0,1.0,177.0,18-02-2020
15,Mainland China,2020-02-18T23:53:01,306.0,4.0,136.0,18-02-2020
16,Mainland China,2020-02-18T09:43:08,292.0,0.0,93.0,18-02-2020
17,Mainland China,2020-02-18T12:33:02,242.0,2.0,69.0,18-02-2020
18,Mainland China,2020-02-18T14:23:02,240.0,0.0,89.0,18-02-2020
19,Mainland China,2020-02-18T09:43:08,172.0,0.0,57.0,18-02-2020
20,Mainland China,2020-02-18T10:43:02,163.0,4.0,79.0,18-02-2020
21,Mainland China,2020-02-18T13:33:02,146.0,2.0,66.0,18-02-2020
22,Mainland China,2020-02-18T23:23:03,131.0,0.0,61.0,18-02-2020
23,Mainland China,2020-02-18T13:53:02,128.0,3.0,48.0,18-02-2020
24,Mainland China,2020-02-18T12:53:02,121.0,1.0,53.0,18-02-2020
25,Mainland China,2020-02-18T14:53:02,91.0,2.0,62.0,18-02-2020
26,Mainland China,2020-02-18T07:43:02,89.0,1.0,36.0,18-02-2020
28,Mainland China,2020-02-18T01:03:15,76.0,1.0,12.0,18-02-2020
30,Mainland China,2020-02-18T02:03:06,73.0,0.0,8.0,18-02-2020
31,Mainland China,2020-02-18T10:23:03,70.0,0.0,42.0,18-02-2020
36,Mainland China,2020-02-18T07:43:02,18.0,0.0,15.0,18-02-2020
63,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,18-02-2020
0,Mainland China,2020-02-17T23:13:06,59989.0,1789.0,7862.0,17-02-2020
1,Mainland China,2020-02-17T12:43:02,1322.0,4.0,524.0,17-02-2020
2,Mainland China,2020-02-17T14:53:02,1246.0,16.0,509.0,17-02-2020
3,Mainland China,2020-02-17T11:23:06,1171.0,0.0,507.0,17-02-2020
4,Mainland China,2020-02-17T11:43:01,1006.0,3.0,498.0,17-02-2020
5,Mainland China,2020-02-17T09:13:07,973.0,6.0,280.0,17-02-2020
6,Mainland China,2020-02-17T01:33:02,930.0,1.0,275.0,17-02-2020
7,Mainland China,2020-02-17T10:23:04,626.0,0.0,258.0,17-02-2020
8,Mainland China,2020-02-17T23:13:06,553.0,5.0,225.0,17-02-2020
9,Mainland China,2020-02-17T11:03:06,541.0,2.0,191.0,17-02-2020
10,Mainland China,2020-02-17T13:13:09,495.0,3.0,156.0,17-02-2020
11,Mainland China,2020-02-17T08:03:06,457.0,11.0,85.0,17-02-2020
13,Mainland China,2020-02-17T01:23:02,381.0,4.0,114.0,17-02-2020
14,Mainland China,2020-02-17T23:53:02,333.0,1.0,161.0,17-02-2020
15,Mainland China,2020-02-17T13:03:06,301.0,3.0,122.0,17-02-2020
16,Mainland China,2020-02-17T10:23:04,290.0,0.0,90.0,17-02-2020
17,Mainland China,2020-02-17T11:43:01,240.0,0.0,79.0,17-02-2020
18,Mainland China,2020-02-17T10:23:04,238.0,2.0,53.0,17-02-2020
19,Mainland China,2020-02-17T10:23:04,171.0,0.0,47.0,17-02-2020
20,Mainland China,2020-02-17T11:03:06,163.0,4.0,59.0,17-02-2020
21,Mainland China,2020-02-17T11:13:16,146.0,1.0,57.0,17-02-2020
22,Mainland China,2020-02-17T22:53:01,130.0,0.0,53.0,17-02-2020
23,Mainland China,2020-02-17T12:43:02,125.0,3.0,46.0,17-02-2020
24,Mainland China,2020-02-17T11:13:16,121.0,1.0,43.0,17-02-2020
25,Mainland China,2020-02-17T14:53:02,91.0,2.0,58.0,17-02-2020
26,Mainland China,2020-02-17T11:03:06,89.0,1.0,34.0,17-02-2020
28,Mainland China,2020-02-17T01:53:01,75.0,1.0,12.0,17-02-2020
29,Mainland China,2020-02-17T02:03:06,72.0,0.0,8.0,17-02-2020
30,Mainland China,2020-02-17T11:03:06,70.0,0.0,35.0,17-02-2020
36,Mainland China,2020-02-15T08:43:03,18.0,0.0,13.0,17-02-2020
63,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,17-02-2020
0,Mainland China,2020-02-16T23:53:01,58182.0,1696.0,6639.0,16-02-2020
1,Mainland China,2020-02-16T12:03:06,1316.0,2.0,465.0,16-02-2020
2,Mainland China,2020-02-16T13:53:03,1231.0,13.0,440.0,16-02-2020
3,Mainland China,2020-02-16T09:33:02,1167.0,0.0,456.0,16-02-2020
4,Mainland China,2020-02-16T13:13:04,1004.0,3.0,464.0,16-02-2020
5,Mainland China,2020-02-16T08:33:02,962.0,6.0,255.0,16-02-2020
6,Mainland China,2020-02-16T10:03:06,925.0,1.0,240.0,16-02-2020
7,Mainland China,2020-02-16T09:33:02,617.0,0.0,218.0,16-02-2020
8,Mainland China,2020-02-16T23:53:01,551.0,5.0,207.0,16-02-2020
9,Mainland China,2020-02-16T12:03:06,537.0,2.0,173.0,16-02-2020
10,Mainland China,2020-02-16T10:03:06,481.0,3.0,131.0,16-02-2020
11,Mainland China,2020-02-16T13:53:03,445.0,11.0,79.0,16-02-2020
12,Mainland China,2020-02-16T10:03:06,380.0,4.0,108.0,16-02-2020
14,Mainland China,2020-02-16T02:53:02,328.0,1.0,140.0,16-02-2020
15,Mainland China,2020-02-16T12:03:06,300.0,3.0,105.0,16-02-2020
16,Mainland China,2020-02-16T12:03:06,287.0,0.0,82.0,16-02-2020
17,Mainland China,2020-02-16T12:03:06,237.0,2.0,49.0,16-02-2020
18,Mainland China,2020-02-16T13:53:03,236.0,0.0,71.0,16-02-2020
19,Mainland China,2020-02-16T09:53:01,171.0,0.0,42.0,16-02-2020
20,Mainland China,2020-02-16T12:03:06,162.0,4.0,52.0,16-02-2020
21,Mainland China,2020-02-16T09:13:09,144.0,1.0,46.0,16-02-2020
22,Mainland China,2020-02-16T23:53:01,129.0,0.0,50.0,16-02-2020
23,Mainland China,2020-02-16T12:23:02,124.0,3.0,45.0,16-02-2020
24,Mainland China,2020-02-16T12:03:06,121.0,1.0,40.0,16-02-2020
25,Mainland China,2020-02-16T13:53:03,90.0,2.0,54.0,16-02-2020
26,Mainland China,2020-02-16T10:03:06,89.0,1.0,30.0,16-02-2020
28,Mainland China,2020-02-16T08:33:02,71.0,1.0,12.0,16-02-2020
29,Mainland China,2020-02-16T08:33:02,70.0,0.0,8.0,16-02-2020
30,Mainland China,2020-02-15T08:43:03,70.0,0.0,33.0,16-02-2020
36,Mainland China,2020-02-15T08:43:03,18.0,0.0,13.0,16-02-2020
63,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,16-02-2020
0,Mainland China,2020-02-15T23:13:05,56249.0,1596.0,5623.0,15-02-2020
1,Mainland China,2020-02-15T14:03:04,1294.0,2.0,410.0,15-02-2020
2,Mainland China,2020-02-15T12:13:08,1212.0,13.0,391.0,15-02-2020
3,Mainland China,2020-02-15T11:23:17,1162.0,0.0,428.0,15-02-2020
4,Mainland China,2020-02-15T13:03:04,1001.0,2.0,425.0,15-02-2020
5,Mainland China,2020-02-15T12:13:08,950.0,6.0,221.0,15-02-2020
6,Mainland China,2020-02-15T01:33:02,913.0,1.0,210.0,15-02-2020
7,Mainland China,2020-02-15T12:13:08,604.0,0.0,186.0,15-02-2020
8,Mainland China,2020-02-15T23:23:07,544.0,5.0,184.0,15-02-2020
9,Mainland China,2020-02-15T11:23:17,532.0,2.0,156.0,15-02-2020
10,Mainland China,2020-02-15T08:43:03,470.0,1.0,119.0,15-02-2020
11,Mainland China,2020-02-15T11:43:01,425.0,11.0,68.0,15-02-2020
12,Mainland China,2020-02-15T09:53:01,375.0,4.0,98.0,15-02-2020
13,Mainland China,2020-02-15T03:13:06,326.0,1.0,124.0,15-02-2020
14,Mainland China,2020-02-15T13:03:04,291.0,3.0,101.0,15-02-2020
15,Mainland China,2020-02-15T13:03:04,285.0,0.0,71.0,15-02-2020
17,Mainland China,2020-02-15T06:33:01,235.0,2.0,44.0,15-02-2020
18,Mainland China,2020-02-15T12:13:08,232.0,0.0,60.0,15-02-2020
19,Mainland China,2020-02-15T06:33:01,168.0,0.0,42.0,15-02-2020
20,Mainland China,2020-02-15T11:23:17,162.0,4.0,39.0,15-02-2020
21,Mainland China,2020-02-15T14:53:04,143.0,1.0,41.0,15-02-2020
22,Mainland China,2020-02-15T23:13:05,128.0,0.0,46.0,15-02-2020
23,Mainland China,2020-02-15T13:43:01,122.0,3.0,37.0,15-02-2020
24,Mainland China,2020-02-15T09:53:01,119.0,1.0,31.0,15-02-2020
25,Mainland China,2020-02-15T12:13:08,90.0,2.0,49.0,15-02-2020
26,Mainland China,2020-02-15T12:13:08,88.0,1.0,26.0,15-02-2020
28,Mainland China,2020-02-15T08:43:03,70.0,0.0,33.0,15-02-2020
29,Mainland China,2020-02-15T09:53:01,70.0,1.0,10.0,15-02-2020
30,Mainland China,2020-02-15T14:03:04,68.0,0.0,7.0,15-02-2020
35,Mainland China,2020-02-15T08:43:03,18.0,0.0,13.0,15-02-2020
63,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,15-02-2020
0,Mainland China,2020-02-14T23:33:02,54406.0,1457.0,4774.0,14-02-2020
1,Mainland China,2020-02-14T12:53:02,1261.0,2.0,362.0,14-02-2020
2,Mainland China,2020-02-14T12:53:02,1184.0,11.0,357.0,14-02-2020
3,Mainland China,2020-02-14T14:13:15,1155.0,0.0,403.0,14-02-2020
4,Mainland China,2020-02-14T09:23:04,988.0,2.0,364.0,14-02-2020
5,Mainland China,2020-02-14T12:53:02,934.0,6.0,193.0,14-02-2020
6,Mainland China,2020-02-14T01:13:06,900.0,1.0,187.0,14-02-2020
7,Mainland China,2020-02-14T10:03:03,593.0,0.0,157.0,14-02-2020
8,Mainland China,2020-02-14T23:33:02,537.0,5.0,152.0,14-02-2020
9,Mainland China,2020-02-14T11:13:22,523.0,2.0,136.0,14-02-2020
10,Mainland China,2020-02-14T11:13:22,463.0,1.0,114.0,14-02-2020
11,Mainland China,2020-02-14T13:23:07,419.0,11.0,47.0,14-02-2020
12,Mainland China,2020-02-14T06:33:02,372.0,3.0,80.0,14-02-2020
13,Mainland China,2020-02-14T04:13:11,318.0,1.0,90.0,14-02-2020
14,Mainland China,2020-02-14T11:13:22,283.0,3.0,87.0,14-02-2020
15,Mainland China,2020-02-14T11:13:22,281.0,0.0,63.0,14-02-2020
16,Mainland China,2020-02-14T12:53:02,230.0,0.0,54.0,14-02-2020
17,Mainland China,2020-02-14T15:23:02,226.0,2.0,36.0,14-02-2020
19,Mainland China,2020-02-14T12:53:02,162.0,0.0,36.0,14-02-2020
20,Mainland China,2020-02-14T15:23:02,159.0,4.0,43.0,14-02-2020
21,Mainland China,2020-02-14T01:53:02,140.0,1.0,28.0,14-02-2020
22,Mainland China,2020-02-14T23:23:04,127.0,0.0,38.0,14-02-2020
23,Mainland China,2020-02-14T11:13:22,120.0,3.0,31.0,14-02-2020
24,Mainland China,2020-02-14T15:23:02,119.0,1.0,29.0,14-02-2020
25,Mainland China,2020-02-13T15:53:03,90.0,2.0,39.0,14-02-2020
26,Mainland China,2020-02-14T00:43:02,86.0,1.0,25.0,14-02-2020
27,Mainland China,2020-02-14T01:43:02,67.0,0.0,24.0,14-02-2020
29,Mainland China,2020-02-14T02:03:08,65.0,0.0,6.0,14-02-2020
30,Mainland China,2020-02-14T01:13:06,65.0,1.0,6.0,14-02-2020
35,Mainland China,2020-02-13T08:43:08,18.0,0.0,11.0,14-02-2020
63,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,14-02-2020
0,Mainland China,2020-02-13T14:13:06,48206.0,1310.0,3459.0,13-02-2020
1,Mainland China,2020-02-13T13:33:01,1241.0,2.0,314.0,13-02-2020
2,Mainland China,2020-02-13T14:53:02,1169.0,10.0,296.0,13-02-2020
3,Mainland China,2020-02-13T14:13:06,1145.0,0.0,360.0,13-02-2020
4,Mainland China,2020-02-13T11:53:02,968.0,2.0,339.0,13-02-2020
5,Mainland China,2020-02-13T13:33:01,910.0,5.0,157.0,13-02-2020
6,Mainland China,2020-02-13T01:13:08,872.0,1.0,170.0,13-02-2020
7,Mainland China,2020-02-13T10:33:23,570.0,0.0,139.0,13-02-2020
8,Mainland China,2020-02-13T23:23:05,529.0,4.0,128.0,13-02-2020
9,Mainland China,2020-02-13T13:33:01,509.0,2.0,105.0,13-02-2020
10,Mainland China,2020-02-13T13:33:01,451.0,1.0,104.0,13-02-2020
11,Mainland China,2020-02-13T12:13:06,395.0,9.0,33.0,13-02-2020
12,Mainland China,2020-02-13T14:13:06,366.0,3.0,69.0,13-02-2020
13,Mainland China,2020-02-13T06:13:15,315.0,1.0,62.0,13-02-2020
14,Mainland China,2020-02-13T10:33:23,279.0,0.0,57.0,13-02-2020
15,Mainland China,2020-02-13T10:33:23,265.0,3.0,68.0,13-02-2020
16,Mainland China,2020-02-13T10:33:23,229.0,0.0,46.0,13-02-2020
17,Mainland China,2020-02-13T00:23:10,222.0,2.0,33.0,13-02-2020
19,Mainland China,2020-02-13T10:43:03,157.0,4.0,30.0,13-02-2020
20,Mainland China,2020-02-13T08:43:08,156.0,0.0,27.0,13-02-2020
21,Mainland China,2020-02-13T10:33:23,135.0,1.0,27.0,13-02-2020
22,Mainland China,2020-02-13T23:23:05,126.0,0.0,36.0,13-02-2020
23,Mainland China,2020-02-13T23:43:02,119.0,3.0,21.0,13-02-2020
24,Mainland China,2020-02-13T14:33:02,117.0,1.0,22.0,13-02-2020
25,Mainland China,2020-02-13T15:53:03,90.0,2.0,39.0,13-02-2020
26,Mainland China,2020-02-13T13:33:01,84.0,1.0,24.0,13-02-2020
27,Mainland China,2020-02-13T01:23:08,64.0,0.0,24.0,13-02-2020
28,Mainland China,2020-02-13T10:33:23,63.0,1.0,6.0,13-02-2020
29,Mainland China,2020-02-13T01:23:08,61.0,0.0,6.0,13-02-2020
35,Mainland China,2020-02-13T08:43:08,18.0,0.0,11.0,13-02-2020
62,Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0,13-02-2020
0,Mainland China,2020-02-12T14:13:08,33366.0,1068.0,2686.0,12-02-2020
1,Mainland China,2020-02-12T12:23:09,1219.0,1.0,275.0,12-02-2020
2,Mainland China,2020-02-12T14:13:08,1135.0,8.0,246.0,12-02-2020
3,Mainland China,2020-02-12T10:13:20,1131.0,0.0,321.0,12-02-2020
4,Mainland China,2020-02-12T12:43:03,946.0,2.0,304.0,12-02-2020
5,Mainland China,2020-02-12T10:13:20,889.0,4.0,127.0,12-02-2020
6,Mainland China,2020-02-12T01:23:06,844.0,1.0,152.0,12-02-2020
7,Mainland China,2020-02-12T14:13:08,543.0,0.0,125.0,12-02-2020
8,Mainland China,2020-02-12T23:13:08,518.0,3.0,102.0,12-02-2020
9,Mainland China,2020-02-12T11:13:05,497.0,2.0,92.0,12-02-2020
10,Mainland China,2020-02-12T12:43:03,436.0,1.0,92.0,12-02-2020
