,Country/Region,Last Update,Confirmed,Deaths,Recovered,Date
22,Mainland China,2020-02-03T13:53:03,60.0,0.0,1.0,03-02-2020
23,Mainland China,2020-02-03T23:03:08,55.0,0.0,3.0,03-02-2020
24,Mainland China,2020-02-03T01:03:22,46.0,0.0,2.0,03-02-2020
25,Mainland China,2020-02-03T03:03:09,34.0,0.0,1.0,03-02-2020
26,Mainland China,2020-02-03T00:53:03,31.0,0.0,1.0,03-02-2020
27,Mainland China,2020-02-03T08:33:03,31.0,0.0,1.0,03-02-2020
28,Mainland China,2020-02-03T01:13:21,24.0,0.0,0.0,03-02-2020
34,Mainland China,2020-02-03T02:43:01,13.0,0.0,0.0,03-02-2020
57,Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0,03-02-2020
0,Mainland China,2020-02-02T23:43:02,11177.0,350.0,295.0,02-02-2020
1,Mainland China,2020-02-02T18:03:05,661.0,0.0,32.0,02-02-2020
2,Mainland China,2020-02-02T18:03:05,632.0,0.0,15.0,02-02-2020
3,Mainland China,2020-02-02T18:03:05,493.0,2.0,10.0,02-02-2020
4,Mainland China,2020-02-02T18:03:05,463.0,0.0,16.0,02-02-2020
5,Mainland China,2020-02-02T18:03:05,340.0,0.0,7.0,02-02-2020
6,Mainland China,2020-02-02T18:03:05,333.0,0.0,12.0,02-02-2020
7,Mainland China,2020-02-02T23:33:02,300.0,2.0,7.0,02-02-2020
8,Mainland China,2020-02-02T18:03:05,236.0,0.0,7.0,02-02-2020
9,Mainland China,2020-02-02T18:03:05,231.0,1.0,11.0,02-02-2020
10,Mainland China,2020-02-02T18:03:05,230.0,0.0,6.0,02-02-2020
11,Mainland China,2020-02-02T08:43:02,191.0,1.0,9.0,02-02-2020
12,Mainland China,2020-02-02T05:53:02,182.0,1.0,10.0,02-02-2020
13,Mainland China,2020-02-02T03:43:01,159.0,0.0,0.0,02-02-2020
14,Mainland China,2020-02-02T03:23:14,116.0,0.0,0.0,02-02-2020
15,Mainland China,2020-02-02T00:23:13,111.0,0.0,2.0,02-02-2020
16,Mainland China,2020-02-02T18:03:05,105.0,0.0,3.0,02-02-2020
17,Mainland China,2020-02-02T02:53:02,104.0,1.0,3.0,02-02-2020
18,Mainland China,2020-02-02T03:23:14,95.0,2.0,2.0,02-02-2020
19,Mainland China,2020-02-02T18:03:05,70.0,0.0,1.0,02-02-2020
20,Mainland China,2020-02-02T23:23:13,66.0,0.0,3.0,02-02-2020
21,Mainland China,2020-02-02T18:03:05,64.0,1.0,4.0,02-02-2020
22,Mainland China,2020-02-02T23:43:02,51.0,0.0,3.0,02-02-2020
23,Mainland China,2020-02-02T09:43:01,48.0,0.0,1.0,02-02-2020
24,Mainland China,2020-02-02T01:03:32,38.0,0.0,2.0,02-02-2020
25,Mainland China,2020-02-02T01:43:02,28.0,0.0,0.0,02-02-2020
26,Mainland China,2020-02-02T03:43:01,27.0,0.0,1.0,02-02-2020
27,Mainland China,2020-02-02T02:33:02,23.0,0.0,1.0,02-02-2020
28,Mainland China,2020-02-02T00:43:02,21.0,0.0,0.0,02-02-2020
34,Mainland China,2020-02-02T05:33:03,11.0,0.0,0.0,02-02-2020
55,Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0,02-02-2020
0,Mainland China,02/01/2020 11:53,7153.0,249.0,168.0,01-02-2020
1,Mainland China,02/01/2020 10:53,599.0,0.0,21.0,01-02-2020
2,Mainland China,02/01/2020 14:23,535.0,0.0,14.0,01-02-2020
3,Mainland China,02/01/2020 01:52,422.0,2.0,3.0,01-02-2020
4,Mainland China,02/01/2020 11:03,389.0,0.0,8.0,01-02-2020
5,Mainland China,02/01/2020 13:33,297.0,0.0,5.0,01-02-2020
6,Mainland China,02/01/2020 01:52,286.0,0.0,9.0,01-02-2020
7,Mainland China,02/01/2020 08:43,247.0,1.0,3.0,01-02-2020
8,Mainland China,02/01/2020 01:52,207.0,1.0,3.0,01-02-2020
9,Mainland China,02/01/2020 07:51,206.0,0.0,3.0,01-02-2020
10,Mainland China,02/01/2020 14:03,202.0,0.0,6.0,01-02-2020
11,Mainland China,02/01/2020 06:05,169.0,1.0,10.0,01-02-2020
12,Mainland China,02/01/2020 09:17,168.0,1.0,9.0,01-02-2020
13,Mainland China,02/01/2020 05:37,144.0,0.0,0.0,01-02-2020
14,Mainland China,02/01/2020 05:37,101.0,0.0,0.0,01-02-2020
15,Mainland China,02/01/2020 01:52,100.0,0.0,2.0,01-02-2020
16,Mainland China,02/01/2020 01:52,96.0,1.0,0.0,01-02-2020
17,Mainland China,02/01/2020 15:53,93.0,0.0,2.0,01-02-2020
18,Mainland China,02/01/2020 10:33,80.0,2.0,2.0,01-02-2020
19,Mainland China,02/01/2020 15:23,64.0,0.0,1.0,01-02-2020
20,Mainland China,02/01/2020 08:43,62.0,1.0,1.0,01-02-2020
21,Mainland China,02/01/2020 01:52,47.0,0.0,1.0,01-02-2020
22,Mainland China,02/01/2020 15:43,41.0,0.0,0.0,01-02-2020
23,Mainland China,02/01/2020 15:43,40.0,0.0,0.0,01-02-2020
24,Mainland China,1/31/2020 15:20,29.0,0.0,2.0,01-02-2020
25,Mainland China,02/01/2020 02:13,26.0,0.0,0.0,01-02-2020
26,Mainland China,02/01/2020 05:37,23.0,0.0,1.0,01-02-2020
29,Mainland China,02/01/2020 05:37,18.0,0.0,0.0,01-02-2020
30,Mainland China,02/01/2020 01:52,17.0,0.0,1.0,01-02-2020
35,Mainland China,02/01/2020 05:37,9.0,0.0,0.0,01-02-2020
54,Mainland China,02/01/2020 01:52,1.0,0.0,0.0,01-02-2020
0,Mainland China,1/31/2020 23:59,5806.0,204.0,141.0,31-01-2020
1,Mainland China,1/31/2020 23:59,538.0,,14.0,31-01-2020
2,Mainland China,1/31/2020 23:59,436.0,,11.0,31-01-2020
3,Mainland China,1/31/2020 23:59,352.0,2.0,3.0,31-01-2020
4,Mainland China,1/31/2020 23:59,332.0,,2.0,31-01-2020
5,Mainland China,1/31/2020 23:59,240.0,,7.0,31-01-2020
6,Mainland China,1/31/2020 23:59,237.0,,3.0,31-01-2020
7,Mainland China,1/31/2020 23:59,211.0,,1.0,31-01-2020
8,Mainland China,1/31/2020 23:59,184.0,,2.0,31-01-2020
9,Mainland China,1/31/2020 23:59,177.0,1.0,1.0,31-01-2020
10,Mainland China,1/31/2020 23:59,168.0,,5.0,31-01-2020
11,Mainland China,1/31/2020 23:59,139.0,1.0,5.0,31-01-2020
12,Mainland China,1/31/2020 23:59,135.0,1.0,9.0,31-01-2020
13,Mainland China,1/31/2020 23:59,120.0,,,31-01-2020
14,Mainland China,1/31/2020 23:59,87.0,,2.0,31-01-2020
15,Mainland China,1/31/2020 23:59,87.0,,,31-01-2020
16,Mainland China,1/31/2020 23:59,83.0,,1.0,31-01-2020
17,Mainland China,1/31/2020 23:59,82.0,1.0,,31-01-2020
18,Mainland China,1/31/2020 23:59,59.0,2.0,,31-01-2020
19,Mainland China,1/31/2020 23:59,52.0,1.0,1.0,31-01-2020
20,Mainland China,1/31/2020 23:59,48.0,,1.0,31-01-2020
21,Mainland China,1/31/2020 23:59,39.0,,1.0,31-01-2020
22,Mainland China,1/31/2020 23:59,32.0,,,31-01-2020
23,Mainland China,1/31/2020 23:59,29.0,,2.0,31-01-2020
24,Mainland China,1/31/2020 23:59,29.0,,,31-01-2020
25,Mainland China,1/31/2020 23:59,21.0,,,31-01-2020
26,Mainland China,1/31/2020 23:59,20.0,,1.0,31-01-2020
27,Mainland China,1/31/2020 23:59,17.0,,,31-01-2020
28,Mainland China,1/31/2020 23:59,14.0,,1.0,31-01-2020
31,Mainland China,1/31/2020 23:59,8.0,,,31-01-2020
33,Mainland China,1/31/2020 23:59,1.0,,,31-01-2020
0,Mainland China,1/30/20 16:00,4903.0,162.0,90.0,30-01-2020
1,Mainland China,1/30/20 16:00,428.0,,4.0,30-01-2020
2,Mainland China,1/30/20 16:00,354.0,,10.0,30-01-2020
3,Mainland China,1/30/20 16:00,278.0,2.0,2.0,30-01-2020
4,Mainland China,1/30/20 16:00,277.0,,2.0,30-01-2020
5,Mainland China,1/30/20 16:00,200.0,,2.0,30-01-2020
6,Mainland China,1/30/20 16:00,182.0,,1.0,30-01-2020
7,Mainland China,1/30/20 16:00,162.0,,5.0,30-01-2020
8,Mainland China,1/30/20 16:00,158.0,,1.0,30-01-2020
9,Mainland China,1/30/20 16:00,142.0,1.0,1.0,30-01-2020
10,Mainland China,1/30/20 16:00,129.0,,1.0,30-01-2020
11,Mainland China,1/30/20 16:00,114.0,1.0,4.0,30-01-2020
12,Mainland China,1/30/20 16:00,112.0,1.0,5.0,30-01-2020
13,Mainland China,1/30/20 16:00,101.0,,,30-01-2020
14,Mainland China,1/30/20 16:00,78.0,,2.0,30-01-2020
15,Mainland China,1/30/20 16:00,70.0,,,30-01-2020
16,Mainland China,1/30/20 16:00,65.0,1.0,,30-01-2020
17,Mainland China,1/30/20 16:00,63.0,,,30-01-2020
18,Mainland China,1/30/20 16:00,46.0,1.0,1.0,30-01-2020
19,Mainland China,1/30/20 16:00,44.0,2.0,,30-01-2020
20,Mainland China,1/30/20 16:00,41.0,,1.0,30-01-2020
21,Mainland China,1/30/20 16:00,35.0,,1.0,30-01-2020
22,Mainland China,1/30/20 16:00,31.0,,,30-01-2020
23,Mainland China,1/30/20 16:00,26.0,,,30-01-2020
24,Mainland China,1/30/20 16:00,19.0,,,30-01-2020
25,Mainland China,1/30/20 16:00,17.0,,,30-01-2020
26,Mainland China,1/30/20 16:00,14.0,,1.0,30-01-2020
27,Mainland China,1/30/20 16:00,14.0,,,30-01-2020
28,Mainland China,1/30/20 16:00,12.0,,1.0,30-01-2020
31,Mainland China,1/30/20 16:00,8.0,,,30-01-2020
33,Mainland China,1/30/20 16:00,1.0,,,30-01-2020
0,Mainland China,1/29/20 19:30,3554.0,125.0,88.0,29-01-2020
1,Mainland China,1/29/20 19:30,296.0,,3.0,29-01-2020
2,Mainland China,1/29/20 19:30,277.0,,5.0,29-01-2020
3,Mainland China,1/29/20 19:30,221.0,,,29-01-2020
4,Mainland China,1/29/20 19:30,206.0,2.0,1.0,29-01-2020
5,Mainland China,1/29/20 19:30,152.0,,2.0,29-01-2020
6,Mainland China,1/29/20 19:30,147.0,,1.0,29-01-2020
7,Mainland China,1/29/20 19:30,130.0,,1.0,29-01-2020
8,Mainland China,1/29/20 19:30,111.0,1.0,4.0,29-01-2020
9,Mainland China,1/29/20 19:30,109.0,,3.0,29-01-2020
10,Mainland China,1/29/20 19:30,108.0,1.0,1.0,29-01-2020
11,Mainland China,1/29/20 19:30,99.0,,1.0,29-01-2020
12,Mainland China,1/29/20 19:30,96.0,1.0,5.0,29-01-2020
13,Mainland China,1/29/20 19:30,84.0,,,29-01-2020
14,Mainland China,1/29/20 19:30,58.0,,2.0,29-01-2020
15,Mainland China,1/29/20 19:30,56.0,,,29-01-2020
16,Mainland China,1/29/20 19:30,55.0,,,29-01-2020
17,Mainland China,1/29/20 19:30,48.0,1.0,,29-01-2020
18,Mainland China,1/29/20 19:30,43.0,1.0,,29-01-2020
19,Mainland China,1/29/20 19:30,39.0,,1.0,29-01-2020
20,Mainland China,1/29/20 19:30,38.0,1.0,,29-01-2020
21,Mainland China,1/29/20 19:30,27.0,,,29-01-2020
22,Mainland China,1/29/20 19:30,27.0,,1.0,29-01-2020
23,Mainland China,1/29/20 19:30,24.0,,,29-01-2020
24,Mainland China,1/29/20 19:30,16.0,,,29-01-2020
25,Mainland China,1/29/20 19:30,13.0,,,29-01-2020
26,Mainland China,1/29/20 19:30,12.0,,,29-01-2020
28,Mainland China,1/29/20 19:30,9.0,,1.0,29-01-2020
29,Mainland China,1/29/20 19:30,9.0,,,29-01-2020
32,Mainland China,1/29/20 19:30,6.0,,,29-01-2020
0,Mainland China,1/28/20 23:00,3554.0,125.0,80.0,28-01-2020
1,Mainland China,1/28/20 23:00,207.0,,4.0,28-01-2020
2,Mainland China,1/28/20 23:00,173.0,,3.0,28-01-2020
3,Mainland China,1/28/20 23:00,168.0,1.0,,28-01-2020
4,Mainland China,1/28/20 23:00,143.0,,,28-01-2020
5,Mainland China,1/28/20 23:00,132.0,,,28-01-2020
6,Mainland China,1/28/20 23:00,109.0,,3.0,28-01-2020
7,Mainland China,1/28/20 23:00,106.0,,,28-01-2020
8,Mainland China,1/28/20 23:00,95.0,,,28-01-2020
9,Mainland China,1/28/20 23:00,91.0,1.0,4.0,28-01-2020
10,Mainland China,1/28/20 23:00,90.0,,,28-01-2020
11,Mainland China,1/28/20 23:00,80.0,,,28-01-2020
12,Mainland China,1/28/20 23:00,70.0,,1.0,28-01-2020
13,Mainland China,1/28/20 23:00,66.0,1.0,4.0,28-01-2020
14,Mainland China,1/28/20 23:00,51.0,,2.0,28-01-2020
15,Mainland China,1/28/20 23:00,46.0,,,28-01-2020
16,Mainland China,1/28/20 23:00,44.0,,,28-01-2020
17,Mainland China,1/28/20 23:00,40.0,1.0,,28-01-2020
18,Mainland China,1/28/20 23:00,34.0,,,28-01-2020
19,Mainland China,1/28/20 23:00,33.0,1.0,,28-01-2020
20,Mainland China,1/28/20 23:00,33.0,1.0,,28-01-2020
21,Mainland China,1/28/20 23:00,27.0,,,28-01-2020
22,Mainland China,1/28/20 23:00,24.0,,,28-01-2020
23,Mainland China,1/28/20 23:00,19.0,,,28-01-2020
24,Mainland China,1/28/20 23:00,15.0,,,28-01-2020
25,Mainland China,1/28/20 23:00,11.0,,,28-01-2020
26,Mainland China,1/28/20 23:00,10.0,,,28-01-2020
27,Mainland China,1/28/20 23:00,9.0,,,28-01-2020
28,Mainland China,1/28/20 23:00,8.0,,,28-01-2020
32,Mainland China,1/28/20 23:00,6.0,,,28-01-2020
0,Mainland China,1/27/20 23:59,1423.0,76.0,45.0,27-01-2020
1,Mainland China,1/27/20 23:59,151.0,,4.0,27-01-2020
2,Mainland China,1/27/20 23:59,128.0,,1.0,27-01-2020
3,Mainland China,1/27/20 23:59,128.0,1.0,,27-01-2020
4,Mainland China,1/27/20 23:59,110.0,,,27-01-2020
5,Mainland China,1/27/20 23:59,100.0,,,27-01-2020
6,Mainland China,1/27/20 23:59,80.0,1.0,2.0,27-01-2020
7,Mainland China,1/27/20 23:59,75.0,,,27-01-2020
8,Mainland China,1/27/20 23:59,72.0,,2.0,27-01-2020
9,Mainland China,1/27/20 23:59,70.0,,,27-01-2020
10,Mainland China,1/27/20 23:59,69.0,,,27-01-2020
11,Mainland China,1/27/20 23:59,59.0,,,27-01-2020
12,Mainland China,1/27/20 23:59,53.0,1.0,3.0,27-01-2020
13,Mainland China,1/27/20 23:59,47.0,,1.0,27-01-2020
14,Mainland China,1/27/20 23:59,46.0,,,27-01-2020
15,Mainland China,1/27/20 23:59,35.0,,,27-01-2020
16,Mainland China,1/27/20 23:59,33.0,1.0,,27-01-2020
17,Mainland China,1/27/20 23:59,27.0,,,27-01-2020
18,Mainland China,1/27/20 23:59,26.0,,,27-01-2020
19,Mainland China,1/27/20 23:59,23.0,,,27-01-2020
20,Mainland China,1/27/20 23:59,21.0,1.0,,27-01-2020
21,Mainland China,1/27/20 23:59,18.0,1.0,,27-01-2020
22,Mainland China,1/27/20 23:59,14.0,,,27-01-2020
23,Mainland China,1/27/20 23:59,13.0,,,27-01-2020
24,Mainland China,1/27/20 23:59,11.0,,,27-01-2020
26,Mainland China,1/27/20 23:59,7.0,,,27-01-2020
27,Mainland China,1/27/20 23:59,7.0,,,27-01-2020
28,Mainland China,1/27/20 23:59,6.0,,,27-01-2020
30,Mainland China,1/27/20 23:59,6.0,,,27-01-2020
32,Mainland China,1/27/20 23:59,5.0,,,27-01-2020
0,Mainland China,1/26/20 16:00,1058.0,52.0,42.0,26-01-2020
1,Mainland China,1/26/20 16:00,111.0,,2.0,26-01-2020
2,Mainland China,1/26/20 16:00,104.0,,1.0,26-01-2020
3,Mainland China,1/26/20 16:00,83.0,1.0,,26-01-2020
4,Mainland China,1/26/20 16:00,75.0,,,26-01-2020
5,Mainland China,1/26/20 16:00,69.0,,,26-01-2020
6,Mainland China,1/26/20 16:00,68.0,,2.0,26-01-2020
7,Mainland China,1/26/20 16:00,60.0,,,26-01-2020
8,Mainland China,1/26/20 16:00,46.0,,,26-01-2020
9,Mainland China,1/26/20 16:00,44.0,,,26-01-2020
10,Mainland China,1/26/20 16:00,40.0,1.0,1.0,26-01-2020
11,Mainland China,1/26/20 16:00,36.0,,,26-01-2020
12,Mainland China,1/26/20 16:00,36.0,,,26-01-2020
13,Mainland China,1/26/20 16:00,35.0,,,26-01-2020
14,Mainland China,1/26/20 16:00,33.0,,1.0,26-01-2020
15,Mainland China,1/26/20 16:00,22.0,,,26-01-2020
16,Mainland China,1/26/20 16:00,22.0,,,26-01-2020
17,Mainland China,1/26/20 16:00,21.0,,,26-01-2020
18,Mainland China,1/26/20 16:00,16.0,,,26-01-2020
19,Mainland China,1/26/20 16:00,15.0,1.0,,26-01-2020
20,Mainland China,1/26/20 16:00,14.0,,,26-01-2020
21,Mainland China,1/26/20 16:00,13.0,1.0,,26-01-2020
22,Mainland China,1/26/20 16:00,9.0,,,26-01-2020
24,Mainland China,1/26/20 16:00,7.0,,,26-01-2020
25,Mainland China,1/26/20 16:00,7.0,,,26-01-2020
26,Mainland China,1/26/20 16:00,5.0,,,26-01-2020
28,Mainland China,1/26/20 16:00,4.0,,,26-01-2020
29,Mainland China,1/26/20 16:00,4.0,,,26-01-2020
31,Mainland China,1/26/20 16:00,4.0,,,26-01-2020
32,Mainland China,1/26/20 16:00,1.0,,,26-01-2020
0,Mainland China,1/25/20 17:00,761.0,40.0,32.0,25-01-2020
1,Mainland China,1/25/20 17:00,78.0,,2.0,25-01-2020
2,Mainland China,1/25/20 17:00,62.0,,1.0,25-01-2020
3,Mainland China,1/25/20 17:00,57.0,,,25-01-2020
4,Mainland China,1/25/20 17:00,43.0,,,25-01-2020
5,Mainland China,1/25/20 17:00,41.0,,2.0,25-01-2020
6,Mainland China,1/25/20 17:00,39.0,,,25-01-2020
7,Mainland China,1/25/20 17:00,33.0,,1.0,25-01-2020
8,Mainland China,1/25/20 17:00,32.0,,,25-01-2020
9,Mainland China,1/25/20 17:00,28.0,,,25-01-2020
10,Mainland China,1/25/20 17:00,27.0,,,25-01-2020
11,Mainland China,1/25/20 17:00,23.0,,,25-01-2020
12,Mainland China,1/25/20 17:00,19.0,,,25-01-2020
13,Mainland China,1/25/20 17:00,18.0,,,25-01-2020
14,Mainland China,1/25/20 17:00,18.0,,,25-01-2020
15,Mainland China,1/25/20 17:00,18.0,,1.0,25-01-2020
16,Mainland China,1/25/20 17:00,17.0,,,25-01-2020
17,Mainland China,1/25/20 17:00,15.0,,,25-01-2020
18,Mainland China,1/25/20 17:00,11.0,,,25-01-2020
19,Mainland China,1/25/20 17:00,10.0,,,25-01-2020
20,Mainland China,1/25/20 17:00,9.0,1.0,,25-01-2020
21,Mainland China,1/25/20 17:00,8.0,1.0,,25-01-2020
22,Mainland China,1/25/20 17:00,7.0,,,25-01-2020
23,Mainland China,1/25/20 17:00,6.0,,,25-01-2020
25,Mainland China,1/25/20 17:00,4.0,,,25-01-2020
26,Mainland China,1/25/20 17:00,4.0,,,25-01-2020
27,Mainland China,1/25/20 17:00,4.0,,,25-01-2020
28,Mainland China,1/25/20 17:00,3.0,,,25-01-2020
30,Mainland China,1/25/20 17:00,3.0,,,25-01-2020
32,Mainland China,1/25/20 17:00,1.0,,,25-01-2020
0,Mainland China,1/24/20 17:00,549.0,24.0,31.0,24-01-2020
1,Mainland China,1/24/20 17:00,53.0,,2.0,24-01-2020
2,Mainland China,1/24/20 17:00,43.0,,1.0,24-01-2020
3,Mainland China,1/24/20 17:00,36.0,,1.0,24-01-2020
4,Mainland China,1/24/20 17:00,27.0,,,24-01-2020
5,Mainland China,1/24/20 17:00,24.0,,,24-01-2020
6,Mainland China,1/24/20 17:00,23.0,,,24-01-2020
7,Mainland China,1/24/20 17:00,20.0,,1.0,24-01-2020
8,Mainland China,1/24/20 17:00,18.0,,,24-01-2020
9,Mainland China,1/24/20 17:00,15.0,,,24-01-2020
10,Mainland China,1/24/20 17:00,15.0,,,24-01-2020
11,Mainland China,1/24/20 17:00,15.0,,,24-01-2020
12,Mainland China,1/24/20 17:00,10.0,,,24-01-2020
13,Mainland China,1/24/20 17:00,9.0,,,24-01-2020
14,Mainland China,1/24/20 17:00,9.0,,,24-01-2020
15,Mainland China,1/24/20 17:00,8.0,,,24-01-2020
16,Mainland China,1/24/20 17:00,8.0,,,24-01-2020
17,Mainland China,1/24/20 17:00,5.0,,,24-01-2020
18,Mainland China,1/24/20 17:00,5.0,,,24-01-2020
19,Mainland China,1/24/20 17:00,4.0,1.0,,24-01-2020
20,Mainland China,1/24/20 17:00,4.0,,,24-01-2020
21,Mainland China,1/24/20 17:00,3.0,,,24-01-2020
22,Mainland China,1/24/20 17:00,3.0,,,24-01-2020
24,Mainland China,1/24/20 17:00,2.0,,,24-01-2020
27,Mainland China,1/24/20 17:00,2.0,1.0,,24-01-2020
28,Mainland China,1/24/20 17:00,2.0,,,24-01-2020
29,Mainland China,1/24/20 17:00,2.0,,,24-01-2020
30,Mainland China,1/24/20 17:00,1.0,,,24-01-2020
31,Mainland China,1/24/20 17:00,1.0,,,24-01-2020
32,Mainland China,1/24/20 17:00,,,,24-01-2020
0,Mainland China,1/23/20 17:00,9.0,,,23-01-2020
1,Mainland China,1/23/20 17:00,22.0,,,23-01-2020
2,Mainland China,1/23/20 17:00,9.0,,,23-01-2020
3,Mainland China,1/23/20 17:00,5.0,,,23-01-2020
4,Mainland China,1/23/20 17:00,2.0,,,23-01-2020
5,Mainland China,1/23/20 17:00,32.0,,2.0,23-01-2020
6,Mainland China,1/23/20 17:00,5.0,,,23-01-2020
7,Mainland China,1/23/20 17:00,3.0,,,23-01-2020
8,Mainland China,1/23/20 17:00,5.0,,,23-01-2020
9,Mainland China,1/23/20 17:00,444.0,17.0,28.0,23-01-2020
10,Mainland China,1/23/20 17:00,2.0,,,23-01-2020
11,Mainland China,1/23/20 17:00,5.0,,,23-01-2020
13,Mainland China,1/23/20 17:00,444.0,17.0,28.0,23-01-2020
14,Mainland China,1/23/20 17:00,9.0,,,23-01-2020
15,Mainland China,1/23/20 17:00,,,,23-01-2020
16,Mainland China,1/23/20 17:00,5.0,,,23-01-2020
17,Mainland China,1/23/20 17:00,7.0,,,23-01-2020
18,Mainland China,1/23/20 17:00,1.0,,,23-01-2020
19,Mainland China,1/23/20 17:00,3.0,,,23-01-2020
21,Mainland China,1/23/20 17:00,1.0,,,23-01-2020
22,Mainland China,1/23/20 17:00,,,,23-01-2020
23,Mainland China,1/23/20 17:00,3.0,,,23-01-2020
24,Mainland China,1/23/20 17:00,6.0,,,23-01-2020
25,Mainland China,1/23/20 17:00,16.0,,,23-01-2020
26,Mainland China,1/23/20 17:00,1.0,,,23-01-2020
27,Mainland China,1/23/20 17:00,8.0,,,23-01-2020
29,Mainland China,1/23/20 17:00,4.0,,,23-01-2020
30,Mainland China,1/23/20 17:00,,,,23-01-2020
32,Mainland China,1/23/20 17:00,2.0,,,23-01-2020
33,Mainland China,1/23/20 17:00,2.0,,,23-01-2020
34,Mainland China,1/23/20 17:00,27.0,,,23-01-2020
